Nombre,Latitud,Longitud,Direccion,Modalidades,department,municipality,dep_id,mun_id
EL UBUTO,13.22220000,-86.78540000,COMARCA UBUTO.,"PREESCOLAR COMUNITARIO, PREESCOLAR FORMAL MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,San Francisco del Norte,4,34
CENTRO ESCOLAR JOSE DOLORES ESTRADA,13.21330000,-86.75780000,COMARCA GUALLAVIAL SAN FRANCISCO.,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL",Chinandega,San Francisco del Norte,4,34
LAS MARIAS,13.23390000,-86.77800000,COMARCA LAS MARIAS.,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,San Francisco del Norte,4,34
CENTRO ESCOLAR LA RASTRA,13.22220000,-86.80910000,COMARCA LA RASTRA.,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA REGULAR, SECUNDARIA REGULAR",Chinandega,San Francisco del Norte,4,34
EL GUACIMAL,13.17470000,-86.81160000,GUACIMAL SAN FRANCISCO.,"PRIMARIA REGULAR, PREESCOLAR FORMAL, SECUNDARIA REGULAR",Chinandega,San Francisco del Norte,4,34
EL NANCITAL # 2,13.20400000,-86.80260000,COMINIDAD NANCITAL #2.,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA REGULAR",Chinandega,San Francisco del Norte,4,34
LA FLOR,13.17330300,-86.78820700,COMUNIDA LA FLOR.,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL, III CICLO",Chinandega,San Francisco del Norte,4,34
EL NANCITAL # 1,13.19647400,-86.81479900,NANCITAL #1.,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,San Francisco del Norte,4,34
EL NARANJO,13.20560000,-86.74470000,EL NARANJO SAN FRANCISCO.,"PREESCOLAR FORMAL, PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL",Chinandega,San Francisco del Norte,4,34
PREESCOLAR RIO NEGRO,13.20547000,-86.74468000,RIO NEGRO LAGORTILLO.,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL",Chinandega,San Francisco del Norte,4,34
PEDRO JOAQUIN CHAMORRO CHAMORRO,13.19990000,-86.76860000,PUESTO DE SALUD 40 VRS AL NORTE.,PRIMARIA REGULAR,Chinandega,San Francisco del Norte,4,34
EL ZAMORANO,13.25480000,-86.76320000,COMARCA ZAMORANO SAN FRANCISCO.,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA EN EL CAMPO",Chinandega,San Francisco del Norte,4,34
LOS PINARES,13.25850000,-86.77700000,COMARCA JOCOMICO.,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,San Francisco del Norte,4,34
AGUA BUENA,13.27330000,-86.77610000,AGUA BUENA.,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,San Francisco del Norte,4,34
PREESCOLAR LAS LOMITAS,13.21158600,-86.80265200,NANCITAL Nª 2 SECTOR LOS LOMITOS.,PREESCOLAR FORMAL,Chinandega,San Francisco del Norte,4,34
PREESCOLAR FORMAL PARETS DEL VALLES,13.20509800,-86.77118000,DEL RANCHO DE PACO 1C AL NORTE 1 AL ESTE.,PREESCOLAR FORMAL MULTINIVEL,Chinandega,San Francisco del Norte,4,34
PREESCOLAR RUBEN DARIO,13.19819000,-86.77306000,DE LA CANCHA MPAL 2C AL SUR 1 AL ESTE.,PREESCOLAR FORMAL MULTINIVEL,Chinandega,San Francisco del Norte,4,34
CENTRO ESCOLAR RAFAELA HERRERA,13.27650000,-86.87530000,SAN PEDRO DEL NORTE CENTRO  DE SALUD 4 AL ESTE.,"PREESCOLAR COMUNITARIO, PRIM. REGULAR EN EDUC. ESPECIAL, PRIMARIA REGULAR, PREESCOLAR FORMAL",Chinandega,San Pedro del Norte,4,33
CENTRO ESCOLAR DIGNA EMERITA GUEVARA ESCALANTE,13.26040000,-86.87154000,CONTIGUO A IGLESIA CATOLICA.,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL",Chinandega,San Pedro del Norte,4,33
LA UNION,13.26563500,-86.88687100,DEL POZO COMUNAL 150 VRS ABAJO.,"Primaria Comunitaria JYA, PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA REGULAR",Chinandega,San Pedro del Norte,4,33
EL POLVON,13.25260000,-86.86660000,CASA MODESTO PEREZ 100 VRS AL OESTE.,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA MULTIGRADO, PRIM. MULTIGRADO EN EDUC. ESPECIAL",Chinandega,San Pedro del Norte,4,33
LA POLVAZON,13.26120000,-86.83780000,DE CASA DE HERNAN ESCALANTE COSTADO OESTE.,"PREESCOLAR COMUNITARIO MULTINIVEL, SECUNDARIA EN EL CAMPO, PRIMARIA MULTIGRADO, Primaria Comunitaria JYA",Chinandega,San Pedro del Norte,4,33
CENTRO ESCOLAR EL COYOLITO,13.26600000,-86.85720000,DEL CENTRO DE SALUD 500 VRS AL SUR.,"PREESCOLAR FORMAL, Primaria Comunitaria JYA, PREESCOLAR FORMAL MULTINIVEL, PRIMARIA REGULAR",Chinandega,San Pedro del Norte,4,33
CENTRO ESCOLAR JOSÉ DOLORES ESTRADA ( LA VIJAGUA),13.26517700,-86.88792300,DE LA IGLESIA CATOLICA 10 VRS AL ESTE.,"PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL",Chinandega,San Pedro del Norte,4,33
ESCUELA PALO BLANCO,13.25760000,-86.80870000,CASA CELESTINA OLIVA COSTADO ESTE.,"Primaria Comunitaria JYA, PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,San Pedro del Norte,4,33
ESCUELA EL PANAL,13.24130000,-86.90440000,ESC EL PANAL.,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,San Pedro del Norte,4,33
CENTRO ESCOLAR LOS PINARES,13.27890000,-86.84320000,DE LA IGLESIA CATOLICA 23 VRS AL ESTE.,"PREESCOLAR COMUNITARIO MULTINIVEL, Primaria Comunitaria JYA, PRIMARIA MULTIGRADO",Chinandega,San Pedro del Norte,4,33
CEN.ESC.LA MONTAÑA DE LA HOYA,13.28970000,-86.85870000,LA MONTAÑA DE LA HOYA.,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,San Pedro del Norte,4,33
INSTITUTO RUBEN DARIO,13.27617000,-86.87809900,DEL CEMENTERIO 150 VARA AL ESTE.,"SECUNDARIA REGULAR, SECUNDARIA POR ENCUENTRO",Chinandega,San Pedro del Norte,4,33
PREESCOLAR EL FALCON,13.27290000,-86.82540000,EL FALCON.,"PRIMARIA MULTIGRADO, Primaria Comunitaria JYA, PREESCOLAR COMUNITARIO MULTINIVEL",Chinandega,San Pedro del Norte,4,33
JESUS DE NAZARETH,13.26584400,-86.85548200,DEL CENTRO DE SALUD 500 MTRS AL ESTE.,SECUNDARIA REGULAR,Chinandega,San Pedro del Norte,4,33
RUBEN DARIO,13.16440000,-86.91780000,A ORILLAS DE LA CARRETERA.,"PREESCOLAR COMUNITARIO MULTINIVEL, PREESCOLAR FORMAL MULTINIVEL, PRIMARIA REGULAR",Chinandega,Santo Tomás del Norte,4,31
PEDRO JOAQUIN CHAMORRO,13.19072700,-86.92054100,STO TOMAS DEL NORTE DEL CALBARIO 3C AL NORTE.,"PREESCOLAR FORMAL, PRIMARIA REGULAR, PRIM. REGULAR EN EDUC. ESPECIAL, PREESCOLAR COMUNITARIO MULTINIVEL",Chinandega,Santo Tomás del Norte,4,31
EMMANUEL MONGALO,13.15163100,-86.90648600,A ORRILLAS DE LA CARRETERA.,"PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Santo Tomás del Norte,4,31
CENTRO ESCOLAR EL GRANADILLO,13.20645000,-86.89015100,EL GRANADILLO.,"PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Santo Tomás del Norte,4,31
CENTRO ESCOLAR MIGUEL DE CERVANTES,13.18950000,-86.90330000,DE LA IGLESIA EVANGELICA 200 VRS AL NORTE.,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA REGULAR, PRIMARIA MULTIGRADO",Chinandega,Santo Tomás del Norte,4,31
CENTRO ESCOLAR ROSIBEL KATIN,13.20330100,-86.91291500,DE LA CARRETERA 1 KM ADENTRO.,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA REGULAR, PREESCOLAR COMUNITARIO MULTINIVEL",Chinandega,Santo Tomás del Norte,4,31
CENTRO ESCOLAR JUAN PABLO II,13.19246800,-86.88785000,LA UVA.,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA REGULAR, PRIMARIA MULTIGRADO",Chinandega,Santo Tomás del Norte,4,31
CENTRO ESCOLAR EMMA BENAVIDEZ,13.18444300,-86.90140300,QUEBRADA ARRIBA.,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL",Chinandega,Santo Tomás del Norte,4,31
LAS MARIAS,13.17340000,-86.88483000,DE LA IGLESIA 20 VARAS AL ESTE.,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL",Chinandega,Santo Tomás del Norte,4,31
INSTITUTO NACIONAL SANTO TOMAS,13.18625500,-86.92372200,FRENTE AL PARQUE MUNICIPAL.,"SECUNDARIA REGULAR, SECUNDARIA POR ENCUENTRO",Chinandega,Santo Tomás del Norte,4,31
GABRIELA TABORO,13.15403500,-86.88537500,PASO HONDO.,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,Santo Tomás del Norte,4,31
LOS OSITOS,13.14890000,-86.88416000,DEL CAMPO DE BASEBOLL 400 MTS AL NORTE.,PREESCOLAR FORMAL MULTINIVEL,Chinandega,Santo Tomás del Norte,4,31
INSTITUTO NACIONAL JUAN Y MARIA,13.16835000,-86.87910000,CONTIGUO AL EMPALME GUANACASTE.,SECUNDARIA REGULAR,Chinandega,Santo Tomás del Norte,4,31
ESCUELA CAMILO ORTEGA,13.21490600,-86.88781700,FRENTE A LA IGLESIA CATOLICA.,"SECUNDARIA REGULAR, PREESCOLAR FORMAL MULTINIVEL, PRIMARIA MULTIGRADO, PRIMARIA REGULAR",Chinandega,Santo Tomás del Norte,4,31
PREESCOLAR JARDIN INFANTIL EL ENSUEÑO,13.04030000,-86.91020000,CONTIGUO AL COLEGIO DIVINO PASTOR.,PREESCOLAR FORMAL,Chinandega,Somotillo,4,30
BERTHA NÚÑEZ MARTINEZ (JARDIN DE NIÑOS FELICES),13.04406600,-86.89911100,DEL JUSGADO 1 C AL NORTE.,"BACHILLERATO COMUNITARIO DE JYA, PRIM. MULTIGRADO EN EDUC. ESPECIAL, PREESCOLAR FORMAL, PREESCOLAR FORMAL MULTINIVEL, PRIMARIA REGULAR",Chinandega,Somotillo,4,30
RICARDO MORALES AVILES,12.97040000,-87.02510000,PALO GRANDE.,"SECUNDARIA POR ENCUENTRO, PREESCOLAR FORMAL, PRIMARIA REGULAR",Chinandega,Somotillo,4,30
CENTRO ESCOLAR MIGUEL LARREYNAGA,13.09870000,-86.88940000,A 7 KM SALIDA SOMOTILLO CARRETERA CINCO PINO.,"PRIMARIA REGULAR, PREESCOLAR COMUNITARIO MULTINIVEL, Primaria Comunitaria JYA, PREESCOLAR FORMAL",Chinandega,Somotillo,4,30
CENTRO ESCOLAR MAURA JUAREZ RAMIREZ,13.15059000,-86.86147000,SECTOR NO. 2 FRENTE AL CUADRO DE BEISBOL.,"Primaria Comunitaria JYA, PRIMARIA REGULAR, PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Somotillo,4,30
CENTRO ESCOLAR JOSE DOLORES ESTRADA,13.11205600,-86.80253700,DE LA HERMITA 700 MTS AL ESTE.,"PRIMARIA MULTIGRADO, PRIMARIA REGULAR, Primaria Comunitaria JYA, PREESCOLAR FORMAL MULTINIVEL, PREESCOLAR COMUNITARIO MULTINIVEL",Chinandega,Somotillo,4,30
CENTRO ESCOLAR MIGUEL OBANDO Y BRAVO,13.04346200,-86.84908700,SAN MIGUELITO.,"PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL, PRIMARIA REGULAR, SECUNDARIA EN EL CAMPO",Chinandega,Somotillo,4,30
CENTRO ESCOLAR RAFAELA HERRERA,13.07526900,-86.77613800,COMARCA EL DANTO.,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,Somotillo,4,30
CENTRO ESCOLAR PROF.ANA ROSA VARELA SACAZA,13.00473000,-86.93351000,KM. 10 CARRETERA PALO GRANDE.,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,Somotillo,4,30
INSTITUTO NACIONAL ALFONSO CORTES,13.04010000,-86.91170000,FRENTE A ESTADIO MUNICIPAL SOMOTILLO.,"SECUNDARIA POR ENCUENTRO, SECUNDARIA REGULAR",Chinandega,Somotillo,4,30
DIVINO PASTOR (FELIX PEDRO O.),13.04187000,-86.91011100,DE LA CASA CURAL 3 AL OESTE.,PRIMARIA REGULAR,Chinandega,Somotillo,4,30
CENTRO ESCOLAR SAN ANTONIO,13.02609100,-86.89150300,DE LA SHELL SOMOTILLO 1 KM AL SUR.,"PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Somotillo,4,30
CENTRO ESCOLAR SALOMON IBARRA MAYORGA,12.98240000,-86.96360000,LOS TABLONES.,PRIMARIA MULTIGRADO,Chinandega,Somotillo,4,30
CENTRO ESCOLAR JESUS DE NAZARETH,12.98197600,-86.96410500,LAS MESAS.,"PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Somotillo,4,30
BENJAMIN ZELEDON,13.12210000,-86.88630000,COMARCA ASENTAMIENTO LOS LIMONES.,"PRIMARIA REGULAR, Primaria Comunitaria JYA, PREESCOLAR FORMAL, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Somotillo,4,30
EL OBRAJE,13.12410000,-86.89470000,COMARCA EL OBRAGE.,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,Somotillo,4,30
CENTRO ESCOLAR CRISTO REY,13.13820000,-86.86810000,COSTADO SUR IGLESIA EVANGELICA.,"Primaria Comunitaria JYA, PRIMARIA REGULAR, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Somotillo,4,30
DULCE NOMBRE DE JESUS,13.14000000,-86.81670000,DE LA PARADA 200 MTS AL SUR.,"PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Somotillo,4,30
CENTRO ESCOLAR LIRIOS DE LOS VALLES,13.08850000,-86.85040000,LA 5 MESITAS SOMOTILLO.,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL",Chinandega,Somotillo,4,30
CENTRO ESCOLAR MARIA AUXILIADORA,13.16570000,-86.82940000,LA CARRETA.,"PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Somotillo,4,30
DIRIANGÉN (PRESENTACIÓN PONCE),13.15321700,-86.83524800,COMARCA EL OJOCHE.,"III CICLO, Primaria Comunitaria JYA, PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Somotillo,4,30
CENTRO ESCOLAR SALOMÓN DE LA SELVA (JIÑOCUAO),13.05040000,-86.90930000,CONTIGUO A LA IGLESIA SAN JOSE.,"PRIMARIA REGULAR, III CICLO, PREESCOLAR FORMAL MULTINIVEL, Primaria Comunitaria JYA",Chinandega,Somotillo,4,30
EL RODEITO,13.07660000,-86.80450000,LA PLAZA.,"PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL, Primaria Comunitaria JYA",Chinandega,Somotillo,4,30
CENTRO ESCOLAR EL CAIMITO,13.06502200,-86.83403500,EL CAIMITO.,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,Somotillo,4,30
CENTRO ESCOLAR PABLO ANTONIO CUADRA,13.05784600,-86.87459500,LA FRAGUA.,"PREESCOLAR COMUNITARIO MULTINIVEL, Primaria Comunitaria JYA, PRIMARIA MULTIGRADO",Chinandega,Somotillo,4,30
CENTRO ESCOLAR ANDRES CASTRO,13.09740400,-86.82268900,COMARCA PALA DE RUEDA.,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Somotillo,4,30
RUBEN DARIO,13.04049100,-86.91032500,DEL CENTRO DE SALUD 75 VRS ABAJO.,"Primaria Comunitaria JYA, PRIMARIA REGULAR",Chinandega,Somotillo,4,30
SOLO CRISTO SALVA (LAS COLINAS),13.04878000,-86.90216800,DEL MERCADO NUEVO 1C ARRIBA 2C AL NORTE.,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA REGULAR, PRIMARIA MULTIGRADO",Chinandega,Somotillo,4,30
CENTRO ESCOLAR JOSE DE LA CRUZ MENA,13.11750000,-86.77580000,RODEO GRANDE.,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA REGULAR, PRIMARIA MULTIGRADO",Chinandega,Somotillo,4,30
SAN ENRIQUE,12.96930000,-87.03590000,SN. ENRRIQUE.,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA REGULAR",Chinandega,Somotillo,4,30
CENTRO ESCOLAR EL MADROÑO,13.15676600,-86.80283600,RODEO GRANDE.,"PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Somotillo,4,30
REPUBLICA DE ITALIA,13.12491600,-86.82692500,SECTOR MORAZAN JIÑOCUAO.,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,Somotillo,4,30
INSTITUTO LIC. JULIO CESAR SANCHEZ FUENTES,13.12751700,-86.88680700,12 KM SALIDA SOMOTILLO CARRETERA A CINCO PINOS.,"SECUNDARIA POR ENCUENTRO, III CICLO, SECUNDARIA REGULAR",Chinandega,Somotillo,4,30
COLEGIO B. SEA LA LUZ (BAUTISTA DE SOMOTILLO),13.03750000,-86.90040000,ENITEL 2 CUADRAS AL  OESTE.,"PRIMARIA REGULAR, SECUNDARIA REGULAR",Chinandega,Somotillo,4,30
INSTITUTO ENMANUEL MONGALO,13.14332300,-86.81035200,COMARCA DULCE NOMBRE DE JESUS.,SECUNDARIA REGULAR,Chinandega,Somotillo,4,30
AZARIAS H PALLAIS,13.14180000,-86.77790000,RODEO GRANDE.,"PRIMARIA REGULAR, Primaria Comunitaria JYA, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Somotillo,4,30
RUBEN DARIO # 2,13.13176900,-86.78174600,IGLESIA ½ C NORTE.,SECUNDARIA REGULAR,Chinandega,Somotillo,4,30
CENTRO ESCOLAR EL ARCA DE NOE (ADUANA GUASAULE),13.06276400,-86.94463500,ADUNA - GUASAULE.,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA MULTIGRADO, PRIMARIA REGULAR",Chinandega,Somotillo,4,30
CENTRO ESCOLAR JICARO BONITO,12.95017600,-87.03322000,JICAROBONITO.,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,Somotillo,4,30
CENTRO ESCOLAR TORRES,13.06168100,-86.91208900,DE BELEN 6 KM AL NORTE.,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL",Chinandega,Somotillo,4,30
CENTRO ESCOLAR MINISTERIO DE SU GLORIA,12.99470000,-86.89990000,COMARCA SANTA PASCUAL.,PRIMARIA MULTIGRADO,Chinandega,Somotillo,4,30
INSTITUTO BÁSICO RURAL AGROPECUARIO,13.11050000,-86.80320000,SECTOR EL PAPALON SOBRE CARRETERA RODEO GRANDE.,SECUNDARIA REGULAR,Chinandega,Somotillo,4,30
DIVINO NIÑO NO. 2,13.04240000,-86.90480000,DE TELCOR 2C AL SUR ½ CUADRA ABAJO.,PREESCOLAR FORMAL,Chinandega,Somotillo,4,30
SAN FRANCISCO DE ASIS (LAS MESAS),12.99383500,-86.95153000,VILLA SAN FRANCISCO DE ASIS LAS MESAS.,"PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Somotillo,4,30
INSTITUTO CATOLICO REDUCTORIS MASTER,13.04200000,-86.90700000,CONTIGUO A LA IGLESIA CATOLICA.,"SECUNDARIA REGULAR, PREESCOLAR FORMAL, PRIMARIA REGULAR, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Somotillo,4,30
ANEXO DIVINO PASTOR ( EL NAZARENO),13.03622000,-86.89808000,CARRETERA PANAMERICANA 1½C AL ESTE.,"PRIMARIA REGULAR, PREESCOLAR COMUNITARIO MULTINIVEL, PREESCOLAR FORMAL",Chinandega,Somotillo,4,30
CORAZON DE JESUS #1,13.05312700,-86.89862900,CARRETERA CINCO PINOS 1 KM ARRIBA.,"PRIMARIA MULTIGRADO, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Somotillo,4,30
INSTITUTO DE EDUCACION SECUNDARIA FRATERNIDAD,12.99590000,-86.89940000,"KM 194, 4 KM AL OESTE.",SECUNDARIA POR ENCUENTRO,Chinandega,Somotillo,4,30
HOGAR DE NIÑOS,12.99596200,-86.89943500,"KM 194, 4 KM AL OESTE.",PREESCOLAR FORMAL MULTINIVEL,Chinandega,Somotillo,4,30
PREESCOLAR JESUS GUIA MIS PASOS,12.98388000,-87.05691000,SANTA PAULA LAS CUARENTA.,PREESCOLAR FORMAL MULTINIVEL,Chinandega,Somotillo,4,30
CENTRO ESCOLAR DIVINA MISERICORDIA,13.05031200,-86.90912600,ENTRADA A SAN LUIS.,"PREESCOLAR FORMAL MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,Somotillo,4,30
CENTRO ESCOLAR BIGUES Y RIELLS,13.03198200,-86.90103900,SANTA EULALIA.,"PREESCOLAR FORMAL, PRIMARIA REGULAR",Chinandega,Somotillo,4,30
CENTRO ESCOLAR SAN IGNACIO DE LOYOLA FE Y ALEGRIA,13.04700000,-86.89540000,ESC BERTHA NUÑEZ 2C ARRIBA 1C AL NORTE.,"ALFABETIZACION, PRIMARIA REGULAR, SECUNDARIA REGULAR, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Somotillo,4,30
CENTRO ESCOLAER COFRADIA,13.04010000,-86.92800000,COMARCA COFRADIA.,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,Somotillo,4,30
CENTRO ESCOLAR LA CEIBA,13.04020000,-86.95310000,LA CEIBA.,PRIMARIA MULTIGRADO,Chinandega,Somotillo,4,30
ANEXO CASA BLANCA,13.08770000,-86.86800000,CASA BLANCA.,"Primaria Comunitaria JYA, PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL",Chinandega,Somotillo,4,30
JOSE DE LA CRUZ MENA NO.2,13.13210000,-86.76720000,DEL CAMPO DE BASEBALL 75 VRAS AL SUR ----RINCONES.,"PRIMARIA MULTIGRADO, Primaria Comunitaria JYA, PREESCOLAR FORMAL MULTINIVEL",Chinandega,Somotillo,4,30
INSTITUTO NACIONAL DIVINA MISERICORDIA,13.04019200,-86.91019300,COSTADO NORTE DEL CEMENTERIO.,"SECUNDARIA POR ENCUENTRO, SECUNDARIA REGULAR",Chinandega,Somotillo,4,30
ESCUELA CRISTIANA OASIS ECO,13.05005000,-86.90048000,"HOSTAL LA BENDICION 3C AL E, 1C AL N 1/2 AL ESTE.","PREESCOLAR FORMAL, PREESCOLAR FORMAL MULTINIVEL, PRIMARIA REGULAR",Chinandega,Somotillo,4,30
CENTRO ESCOLAR EL JICOTE,12.86357200,-86.95118600,EMPALME MARAMBERO 10 KM AL OESTE.,PRIMARIA MULTIGRADO,Chinandega,Somotillo,4,30
INSTITUTO NACIONAL VILLA NUEVA,12.96630000,-86.81030000,SALIDA A LAS PILAS.,"SECUNDARIA POR ENCUENTRO, SECUNDARIA REGULAR",Chinandega,Villanueva,4,35
CENTRO ESCOLAR JERUSALEN,12.95025500,-86.84789500,KM 188 EMPALME VILLANUEVA 1 1/2 CUADRAS AL ESTE.,"PREESCOLAR COMUNITARIO MULTINIVEL, PREESCOLAR FORMAL, SECUNDARIA REGULAR, PRIMARIA REGULAR",Chinandega,Villanueva,4,35
CENTRO ESCOLAR ROSA SARMIENTO,12.83938700,-86.88421500,MATAPALO.,"PRIMARIA MULTIGRADO, PREESCOLAR COMUNITARIO MULTINIVEL",Chinandega,Villanueva,4,35
CENTRO ESCOLAR ENMANUEL MONGALO,12.90520000,-86.85306000,CARRETERA CHINANDEGA A SOMOTILLO KM 183½.,"PRIMARIA REGULAR, PREESCOLAR COMUNITARIO MULTINIVEL, BACHILLERATO COMUNITARIO DE JYA, PRIMARIA MULTIGRADO",Chinandega,Villanueva,4,35
ESCUELA MIXTA RURAL CAYANLIPE,12.90768900,-86.91361200,EMPALME COYONLIPE 10 AL OESTE.,"PREESCOLAR COMUNITARIO MULTINIVEL, PREESCOLAR FORMAL, SECUNDARIA REGULAR, PRIMARIA REGULAR",Chinandega,Villanueva,4,35
CENTRO ESCOLAR JOSE BENITO MONDRAGON,12.84364100,-86.78253800,EMPALME DE ISRAEL 10 KM AL ESTE.,PRIMARIA REGULAR,Chinandega,Villanueva,4,35
EL ZAPOTE,12.93320300,-86.72642300,DE LA ESC MINA DE AGUA 4 KM AL ESTE.,PRIMARIA MULTIGRADO,Chinandega,Villanueva,4,35
CEN ESC SN RAMON#1 (EL GUAYACAN),12.96833300,-86.75565600,CONTIGUO A IGLESIA CATOLICA.,"PRIMARIA REGULAR, BACHILLERATO COMUNITARIO DE JYA",Chinandega,Villanueva,4,35
CENTRO ESCOLAR FE Y ALEGRIA,12.98501000,-86.79292000,4 KM AL ESTE DE VILLANUEVA.,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,Villanueva,4,35
CENTRO ESCOLAR LAS COLINAS,12.98465600,-86.87355700,1KM AL ESTE DE VILLANUEVA.,"PREESCOLAR COMUNITARIO MULTINIVEL, PRIMARIA MULTIGRADO",Chinandega,Villanueva,4,35
SAGRADO CORAZÓN DE JESÚS (DR. AGUSTIN SANTAMARÍA),12.96270000,-86.81810000,FRENTE AL CENTRO DE SALUD.,"PREESCOLAR COMUNITARIO, PREESCOLAR FORMAL, PRIMARIA REGULAR",Chinandega,Villanueva,4,35
CENTRO ESCOLAR DIVINO NIÑO,12.85640000,-86.84310000,SUB EMPALME KM 178 CARRETERA PANAMERICANA 1 KM AL ESTE.,"PREESCOLAR FORMAL, PRIMARIA REGULAR, III CICLO",Chinandega,Villanueva,4,35
LA CONCEPCION,12.87392800,-86.70133900,CORRETERA AL SAUCE27 KM AL ESTE.,"Primaria Comunitaria JYA, PRIMARIA REGULAR, PRIMARIA MULTIGRADO, SECUNDARIA POR ENCUENTRO, PREESCOLAR COMUNITARIO MULTINIVEL",Chinandega,Villanueva,4,35
CENTRO ESCOLAR LAS PILAS,13.00401400,-86.76463400,INST AUTONOMO VILLANUEVA 8 KM AL ESTE.,"PREESCOLAR COMUNITARIO MULTINIVEL, PREESCOLAR FORMAL, PRIMARIA REGULAR",Chinandega,Villanueva,4,35
